Group,Channels_1,Channels_2,Layer,Start,End,Duration
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33699,33722,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33764,33798,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33828,33883,55
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33896,33932,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,33970,34000,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34019,34058,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34065,34088,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34134,34158,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34160,34208,48
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34233,34269,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34312,34342,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34373,34405,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34429,34482,53
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34496,34556,60
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34573,34613,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34636,34730,94
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34731,34811,80
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34832,34865,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34894,34938,44
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,34950,35009,59
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35025,35117,92
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35118,35161,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35198,35263,65
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35265,35314,49
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35333,35385,52
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35415,35454,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35455,35496,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35514,35553,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35575,35647,72
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35648,35713,65
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35749,35913,164
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,35922,36013,91
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,36014,36037,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,36058,36085,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,36092,36130,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,36131,36158,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,36175,36205,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,36210,36271,61
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,36273,37095,822
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37096,37127,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37128,37196,68
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37197,37228,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37239,37261,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37274,37349,75
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37351,37402,51
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37437,37509,72
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37511,37539,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37554,37595,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37619,37727,108
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37752,37787,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37788,37841,53
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37857,37912,55
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37939,37975,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,37993,38018,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38089,38127,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38148,38180,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38181,38228,47
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38230,38296,66
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38334,38377,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38381,38421,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38425,38462,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38504,38620,116
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38621,38721,100
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38747,38810,63
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38823,38865,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,38895,39034,139
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39045,39088,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39103,39151,48
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39158,39193,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39199,39558,359
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39617,39656,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39699,39722,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39821,39871,50
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39909,39949,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,39971,40017,46
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,40024,40050,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,40056,40156,100
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,40163,40537,374
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,40538,40628,90
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,40629,40980,351
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,40981,41762,781
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,41788,41818,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,41826,41944,118
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,41945,42315,370
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,42316,42854,538
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,42855,43059,204
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,43069,43346,277
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,43348,43682,334
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,43684,43865,181
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,43866,44219,353
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,44225,44403,178
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,44406,44756,350
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,44757,44888,131
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,44889,45111,222
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,45112,45203,91
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,45204,45391,187
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,45393,45462,69
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,45463,45884,421
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,45895,47110,1215
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,47111,47185,74
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,47186,47613,427
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,47614,47723,109
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,47724,48172,448
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,48173,48799,626
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,48800,48905,105
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,48906,48982,76
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,48983,49315,332
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,49316,49339,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,49340,50254,914
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,50264,50694,430
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,50695,50828,133
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,50829,50855,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,50856,51574,718
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,51575,51700,125
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,51714,51886,172
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,51887,51926,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,51927,51960,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,51962,52842,880
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,52843,52885,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,52886,53100,214
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,53101,53197,96
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,53198,53430,232
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,53431,53587,156
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,53588,53644,56
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,53646,53786,140
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,53787,54139,352
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,54140,54293,153
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,54294,54613,319
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,54614,54656,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,54657,54817,160
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,54818,55064,246
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,55065,55604,539
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,55606,55741,135
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,55742,55823,81
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,55824,55879,55
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,55880,55969,89
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,55970,56100,130
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,56109,56236,127
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,56243,56455,212
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,56463,56488,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,56545,56570,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,56571,56638,67
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,56639,56842,203
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,56850,56966,116
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,56988,57030,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,57048,57265,217
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,57271,57423,152
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,57424,57662,238
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,57663,57694,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,57695,57748,53
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,57749,57839,90
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,57840,57982,142
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,57984,58041,57
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,58042,58467,425
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,58468,58896,428
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,58897,58957,60
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,58958,59315,357
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,59327,59432,105
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,59433,60071,638
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,60074,60105,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,60106,60154,48
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,60156,60579,423
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,60588,60631,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,60639,60709,70
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,60710,60793,83
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,60794,61052,258
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,61053,61477,424
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,61488,61590,102
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,61591,61685,94
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,61706,61922,216
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,61924,62099,175
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,62109,62386,277
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,62387,62453,66
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,62455,62802,347
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,62804,63124,320
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,63132,63527,395
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,63528,63562,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,63563,63682,119
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,63684,63929,245
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,63930,64238,308
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,64240,64434,194
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,64435,64776,341
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,64794,65207,413
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,65213,66088,875
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,66091,66644,553
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,66663,66972,309
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,66973,67962,989
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,67963,68656,693
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,68657,68685,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,68686,69244,558
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,69245,70156,911
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,70668,70814,146
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,70819,70841,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,70937,71112,175
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,71206,71235,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,71550,71574,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,71784,71806,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72083,72109,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72389,72430,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72451,72509,58
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72556,72591,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72592,72616,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72733,72761,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72801,72827,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72801,72827,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,72959,73001,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73067,73100,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73176,73206,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73254,73288,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73324,73357,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73375,73400,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73465,73543,78
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73547,73571,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73609,73713,104
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73723,73759,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73850,73892,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,73915,73954,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,74013,75957,1944
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76069,76141,72
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76142,76166,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76168,76241,73
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76242,76289,47
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76452,76499,47
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76698,76743,45
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76784,76934,150
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76940,76973,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,76999,77026,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77066,77090,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77116,77145,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77187,77221,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77314,77336,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77337,77389,52
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77420,77452,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77482,77517,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77613,77650,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77684,77803,119
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,77867,77934,67
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78077,78159,82
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78165,78201,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78205,78230,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78247,78276,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78296,78354,58
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78414,78596,182
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78598,78631,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78634,78662,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78676,78730,54
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78738,78790,52
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78845,78875,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78876,78898,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,78941,78979,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79037,79141,104
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79161,79235,74
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79236,79293,57
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79294,79320,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79332,79378,46
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79464,79502,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79515,79547,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79601,79639,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79643,79819,176
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79823,79929,106
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,79939,84380,4441
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,84381,84419,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,84420,85621,1201
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,85622,85718,96
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,86277,87060,783
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,87068,87133,65
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,87472,87494,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,87748,87780,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88001,88035,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88169,88195,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88198,88225,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88325,88348,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88473,88510,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88525,88568,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88569,88595,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88739,88815,76
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88833,88856,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88884,88913,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,88916,88944,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89034,89064,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89237,89492,255
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89518,89547,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89558,89589,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89652,89709,57
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89743,89785,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89899,89921,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89935,89963,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,89990,90049,59
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90118,90161,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90213,90236,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90237,90268,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90316,90412,96
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90413,90461,48
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90462,90516,54
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90518,90544,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90548,90616,68
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90640,90667,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90697,90763,66
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90825,90853,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90936,90968,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,90983,91012,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91039,91065,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91162,91235,73
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91239,91286,47
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91287,91309,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91398,91538,140
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91539,91578,39
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91579,91621,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91664,91738,74
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91745,91871,126
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91872,91916,44
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91926,91951,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,91960,92033,73
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,92042,92109,67
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,92139,92183,44
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,92243,92380,137
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,92410,92453,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,92478,92549,71
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,92573,93443,870
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,93444,95152,1708
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,95158,95192,34
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,95260,95313,53
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,95325,95352,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,95444,95476,32
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,95556,95625,69
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,95724,95755,31
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,95775,95799,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96055,96099,44
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96101,96139,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96140,96182,42
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96200,96301,101
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96303,96330,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96438,96461,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96474,96507,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96525,96548,23
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96561,96585,24
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96624,96952,328
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,96953,96994,41
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97056,97093,37
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97104,97140,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97141,97184,43
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97206,97251,45
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97349,97454,105
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97469,97491,22
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97493,97522,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97539,97575,36
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97589,97624,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97659,97684,25
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97686,97716,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97717,97746,29
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97772,97807,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97826,97859,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97883,97911,28
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97918,97951,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,97964,97990,26
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98016,98046,30
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98052,98090,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98117,98213,96
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98224,98262,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98294,98345,51
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98396,98434,38
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98447,98494,47
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98519,98546,27
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98551,98584,33
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98585,98625,40
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98664,98699,35
Jensen_Eisai_groupD,1,5,ts-global_detected_seizures,98750,98874,124
